2018-05-15 17:57:49.908 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper -Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.rabbit.test.RedisTest], using SpringBootContextLoader
2018-05-15 17:57:49.918 [main] INFO  o.s.test.context.support.AbstractContextLoader -Could not detect default resource locations for test class [com.rabbit.test.RedisTest]: no resource found for suffixes {-context.xml, Context.groovy}.
2018-05-15 17:57:49.925 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils -Could not detect default configuration classes for test class [com.rabbit.test.RedisTest]: RedisTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2018-05-15 18:03:35.211 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper -Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.rabbit.test.RedisTest], using SpringBootContextLoader
2018-05-15 18:03:35.217 [main] INFO  o.s.test.context.support.AbstractContextLoader -Could not detect default resource locations for test class [com.rabbit.test.RedisTest]: no resource found for suffixes {-context.xml, Context.groovy}.
2018-05-15 18:03:35.218 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils -Could not detect default configuration classes for test class [com.rabbit.test.RedisTest]: RedisTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2018-05-15 18:04:18.886 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper -Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.rabbit.test.RedisTest], using SpringBootContextLoader
2018-05-15 18:04:18.892 [main] INFO  o.s.test.context.support.AbstractContextLoader -Could not detect default resource locations for test class [com.rabbit.test.RedisTest]: no resource found for suffixes {-context.xml, Context.groovy}.
2018-05-15 18:04:18.967 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper -Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2018-05-15 18:04:19.010 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper -Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@353d0772, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@2667f029, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@67a20f67, org.springframework.test.context.support.DirtiesContextTestExecutionListener@57c758ac, org.springframework.test.context.transaction.TransactionalTestExecutionListener@a9cd3b1, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@13e39c73, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@64cd705f, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@9225652, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@654f0d9c, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@6a400542, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@6580cfdd, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@7e0b85f9]
2018-05-15 18:04:19.713 [main] INFO  com.rabbit.test.RedisTest -Starting RedisTest on DESKTOP-NCAUIPH with PID 23336 (started by xuzhang in E:\github\2508658887@qq.com\smart\web-multi)
2018-05-15 18:04:19.713 [main] INFO  com.rabbit.test.RedisTest -No active profile set, falling back to default profiles: default
2018-05-15 18:04:20.093 [main] INFO  o.s.w.context.support.GenericWebApplicationContext -Refreshing org.springframework.web.context.support.GenericWebApplicationContext@4d154ccd: startup date [Tue May 15 18:04:20 CST 2018]; root of context hierarchy
2018-05-15 18:04:20.263 [background-preinit] INFO  org.hibernate.validator.internal.util.Version -HV000001: Hibernate Validator 5.3.5.Final
2018-05-15 18:04:20.802 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate -Multiple Spring Data modules found, entering strict repository configuration mode!
2018-05-15 18:04:20.845 [main] INFO  o.s.b.factory.support.DefaultListableBeanFactory -Overriding bean definition for bean 'propertySourcesPlaceholderConfigurer' with a different definition: replacing [Root bean: class [org.springframework.boot.autoconfigure.context.PropertyPlaceholderAutoConfiguration]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=propertySourcesPlaceholderConfigurer; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [org/springframework/boot/autoconfigure/context/PropertyPlaceholderAutoConfiguration.class]] with [Root bean: class [org.springframework.boot.autoconfigure.session.RedisSessionConfiguration$SpringBootRedisHttpSessionConfiguration]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=null; factoryMethodName=propertySourcesPlaceholderConfigurer; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [org/springframework/boot/autoconfigure/session/RedisSessionConfiguration$SpringBootRedisHttpSessionConfiguration.class]]
2018-05-15 18:04:21.798 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter -Looking for @ControllerAdvice: org.springframework.web.context.support.GenericWebApplicationContext@4d154ccd: startup date [Tue May 15 18:04:20 CST 2018]; root of context hierarchy
2018-05-15 18:04:21.858 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/user]}" onto public java.lang.String com.rabbit.smart.controller.UserController.index(javax.servlet.http.HttpSession)
2018-05-15 18:04:21.859 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/hello]}" onto public java.lang.String com.rabbit.smart.controller.HelloWorldController.index(javax.servlet.http.HttpSession)
2018-05-15 18:04:21.861 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
2018-05-15 18:04:21.861 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2018-05-15 18:04:21.887 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping -Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-05-15 18:04:21.888 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping -Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-05-15 18:04:21.925 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping -Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
